1.062520e-05 	0.000000e+00 
1.313114e-05 	0.000000e+00 
1.663947e-05 	0.000000e+00 
2.054874e-05 	0.000000e+00 
2.686372e-05 	0.000000e+00 
3.247703e-05 	0.000000e+00 
3.287798e-05 	0.000000e+00 
4.871554e-05 	0.000000e+00 
5.563195e-05 	0.000000e+00 
6.044336e-05 	0.000000e+00 
6.655786e-05 	0.000000e+00 
8.961254e-05 	0.000000e+00 
9.682966e-05 	0.000000e+00 
1.199846e-04 	0.000000e+00 
1.404331e-04 	0.000000e+00 
1.828336e-04 	0.000000e+00 
2.075924e-04 	0.000000e+00 
2.313487e-04 	0.000000e+00 
2.734486e-04 	0.000000e+00 
3.102358e-04 	0.000000e+00 
3.664692e-04 	0.000000e+00 
4.225021e-04 	0.000000e+00 
4.789359e-04 	0.000000e+00 
5.459950e-04 	0.000000e+00 
6.262854e-04 	0.000000e+00 
7.346424e-04 	0.000000e+00 
8.330759e-04 	0.000000e+00 
9.253949e-04 	0.000000e+00 
1.041771e-03 	0.000000e+00 
1.168171e-03 	0.000000e+00 
1.322036e-03 	0.000000e+00 
1.493643e-03 	0.000000e+00 
1.679584e-03 	0.000000e+00 
1.879057e-03 	0.000000e+00 
2.069408e-03 	0.000000e+00 
2.333234e-03 	0.000000e+00 
2.608988e-03 	0.000000e+00 
2.818585e-03 	0.000000e+00 
3.137542e-03 	0.000000e+00 
3.519247e-03 	0.000000e+00 
3.855645e-03 	0.000000e+00 
4.248877e-03 	0.000000e+00 
4.631685e-03 	0.000000e+00 
5.000159e-03 	0.000000e+00 
5.560689e-03 	0.000000e+00 
6.097662e-03 	0.000000e+00 
6.527783e-03 	0.000000e+00 
7.222530e-03 	0.000000e+00 
7.762010e-03 	0.000000e+00 
8.370754e-03 	0.000000e+00 
9.127649e-03 	0.000000e+00 
