0.000000e+00 	0.000000e+00 
0.000000e+00 	0.000000e+00 
0.000000e+00 	0.000000e+00 
0.000000e+00 	0.000000e+00 
3.007132e-07 	0.000000e+00 
2.906895e-06 	0.000000e+00 
1.363233e-05 	0.000000e+00 
7.237165e-05 	0.000000e+00 
2.368618e-04 	0.000000e+00 
6.275885e-04 	0.000000e+00 
1.422173e-03 	0.000000e+00 
2.806356e-03 	0.000000e+00 
5.033037e-03 	0.000000e+00 
8.709758e-03 	0.000000e+00 
1.422013e-02 	0.000000e+00 
2.219484e-02 	2.392297e-02 
3.273364e-02 	3.820707e-02 
4.556637e-02 	5.187049e-02 
6.098915e-02 	6.663172e-02 
7.930159e-02 	8.393299e-02 
